num_mp,num_canton,num_prod,age,gen,num_tab_mort,chgt_enc,ind_chgt_enc_pos,pm_fin,nb_contr_fin,anc,terme,type_cot,periode_cot,tx_cible,chgt_prime,prime,tx_tech,terme_tx_tech,tmg,terme_tmg,num_rach_tot,num_rach_part,num_rach_dyn_tot,num_rach_dyn_part,chgt_rach,pm_gar,tx_revalo_prec,tx_cible_prec,t,uuid,pm_deb,nb_contr,coef_inf,tx_frais_fixe_prime,tx_frais_var_prime,ind_inf_frais_fixe_prime,ind_inf_frais_var_prime,tx_frais_fixe_prest,tx_frais_var_prest,ind_inf_frais_fixe_prest,ind_inf_frais_var_prest,tx_frais_fixe_enc,tx_frais_var_enc,ind_inf_frais_fixe_enc,ind_inf_frais_var_enc,nb_vers,pri_brut,pri_net,pri_chgt,ind_ech,nb_ech,tx_tech_an,tx_tech_se,tx_an,tx_se,ech,rev_ech,qx_rach_tot_dyn,qx_rach_part_dyn,qx_rach_tot,qx_rach_part,qx_rach_tot_glob,nb_rach_tot,rach_tot,rev_rach_tot,qx_dc,qx_dc_rach,dc,rev_dc,nb_dc,qx_rach_part_glob,rach_part,rev_rach_part,prest,rev_prest,nb_sortie,nb_contr_moy,enc_charg,rev_prest_nette,tx_soc,rach_charg,soc_prest,it_tech_prest,diff_pm_prest,rev_stock_brut,enc_charg_stock,enc_charg_base_th,enc_charg_rmin_th,base_enc_th,rev_stock_nette,soc_stock,pm_moy,it_tech_stock,it_tech,tx_cible_an,tx_cible_se,bes_tx_cible
54,1,1,62,1900,TM1,0.049,True,230423.9493036274,0.92638660198,1,50,type2,an,Meth1,0.016,0,0,1,0.062,1,TRT1,TRP1,PRCT1,PRCP1,0.017,243713.8684,0.026000000000000002,0.026000000000000002,1,ace0e358-73db-4332-8912-bf058ca55d66,243713.8684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.031,0.0,0.0,0.0025,0.0025,0.0585788,0.0,0.0610788,0.0610788,14885.75062522992,461.4582693821275,0.01335,0.012534598020000001,0.0,0.0,0.012534598020000001,0.0023159665049500002,564.4331560061923,17.497427836191964,15450.183781236114,478.9556972183195,0.07361339802,0.96319330099,390.2639172221336,88.69177999618586,0.05,270.7953711337254,4.434588999809293,0.0,228263.6846187639,14152.348446363361,11878.385620191237,11184.92054631943,693.4650738718046,242416.03306512727,2273.9628261721246,113.69814130860624,237068.9088518137,0.0,0.0,0.0,0.0,0.0
55,1,1,20,1900,TM1,0.034,False,240836.13035743608,0.967264582756,1,50,type2,an,Meth1,0.036000000000000004,0,0,1,0.051,1,TRT1,TRP1,PRCT1,PRCP1,0.026000000000000002,245790.9716,0.018000000000000002,0.018000000000000002,1,e540529a-efdc-474a-b6f4-076889062221,245790.9716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0255,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.0317478,7803.32260816248,198.9847265081432,0.0010199999999999999,0.0009876172439999998,0.0,0.0,0.0009876172439999998,0.00241816145689,594.3622539746646,15.156237476353946,8397.684862137145,214.14096398449715,0.032735417244,0.983632291378,146.40103904406791,67.73992494042923,0.05,223.9074714791627,3.386996247021462,0.0,237393.28673786286,12107.057623631004,8483.011708290791,8071.371749087338,411.6399592034542,249500.34436149386,3624.0459153402135,181.2022957670107,243313.55097871803,0.0,0.0,0.0,0.0,0.0
56,1,1,36,1900,TM1,0.031,True,285780.7724290186,0.975584037708,1,50,type2,an,Meth1,0.027999999999999997,0,0,1,0.091,1,TRT1,TRP1,PRCT1,PRCP1,0.024,278073.5077,0.042,0.042,1,2a7ed31d-cdc0-4a3a-abff-38afa7dcc42d,278073.5077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0455,0.0,0.0,0.0025,0.0025,0.020293799999999997,0.0,0.022793799999999996,0.022793799999999996,6338.351919812259,288.3950123514578,0.0016600000000000002,0.0016221622920000003,0.0,0.0,0.0016221622920000003,0.0024389600942700002,678.2101885539817,30.858563579206166,7016.562108366241,319.253575930664,0.024415962291999996,0.9877920188539999,113.70514310660202,205.548432824062,0.05,176.05957642312572,10.2774216412031,0.0,271056.9455916338,24666.182048838673,9167.416956854646,8402.765313340647,764.6516435139989,295723.12764047243,15498.765091984027,774.9382545992014,281927.1400645093,0.0,0.0,0.0,0.0,0.0
57,1,1,32,1900,TM2,0.047,True,212493.78880162348,0.972489267,1,50,type2,an,Meth1,0.031,0,0,1,0.064,1,TRT1,TRP1,PRCT1,PRCP1,0.012,215908.2142,0.048,0.048,1,b4909c8d-24d7-4ce0-a92c-6af8cff34cd6,215908.2142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.032,0.0,0.0,0.0025,0.0025,0.023793599999999998,0.0,0.026293599999999997,0.026293599999999997,5677.004220889119,181.66413506845183,0.00125,0.001217133,0.0,0.0,0.001217133,0.0024312231675,524.9210524165925,16.79747367733096,6201.925273305712,198.4616087457828,0.027510732999999996,0.9862446335,150.40909172821011,48.05251701757268,0.05,76.80464258461795,2.4026258508786342,0.0,209706.28892669428,13421.202491308433,10486.992096646129,9856.195579554631,630.7965170914964,223127.49141800273,2934.2103946623047,146.71051973311523,214201.00150081172,0.0,0.0,0.0,0.0,0.0
58,1,1,16,1900,TM2,0.028999999999999998,True,56578.41685829183,0.9677680739,1,50,type2,an,Meth1,0.013999999999999999,0,0,1,0.062,1,TRT1,TRP1,PRCT1,PRCP1,0.02,56893.49883,0.048,0.048,1,3f0ffdaa-92bf-4691-815b-df3c0a5f547d,56893.49883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.031,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.0317478,1806.2434221550739,55.99354608680729,0.0005,0.0004841261,0.0,0.0,0.0004841261,0.0024194201847500003,137.6492794503525,4.267127662960927,1943.8927016054263,60.260673749768216,0.0322319261,0.9838840369499999,29.060223942650317,31.2004498071179,0.05,40.08306750710389,1.560022490355895,0.0,54949.60612839457,3406.8755799604633,1692.337969542296,1593.5385777234424,98.79939181885342,58356.48170835504,1714.5376104181673,85.72688052090837,56735.957844145916,0.0,0.0,0.0,0.0,0.0
59,1,1,52,1900,TM2,0.04,True,59386.3076887285,0.904960610048,1,50,type2,an,Meth1,0.021,0,0,1,0.049,1,TRT1,TRP1,PRCT1,PRCP1,0.05,64912.86249,0.031,0.031,1,ada19225-663d-4a41-b746-2ee3f666d6ef,64912.86249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0245,0.0,0.0,0.0025,0.0025,0.0864536,0.0,0.08895360000000001,0.08895360000000001,5774.232804790465,141.4687037173664,0.006679999999999999,0.006085789952,0.0,0.0,0.006085789952,0.00226240152512,146.85895909728083,3.5980444978833805,5921.091763887745,145.0667482152498,0.09503938995200001,0.952480305024,121.3231702420599,23.743577973189886,0.05,303.30792560514976,1.1871788986594944,0.0,58991.770726112256,2890.5967655795007,2475.29469966767,2359.6708290444903,115.62387062318003,61882.36749169175,415.3020659118306,20.76510329559153,62149.58508936425,0.0,0.0,0.0,0.0,0.0
60,1,1,68,1900,TM1,0.034,True,169659.13515126004,0.935211242856,1,50,type2,an,Meth1,0.011000000000000001,0,0,1,0.043,1,TRT1,TRP1,PRCT1,PRCP1,0.016,176533.9014,0.016,0.016,1,020d5b91-179e-46c0-92e5-00bcbd093df5,176533.9014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0215,0.0,0.0,0.0025,0.0025,0.040938300000000004,0.0,0.043438300000000006,0.043438300000000006,7668.332569183621,164.86915023744783,0.02232,0.021350457144,0.0,0.0,0.021350457144,0.0023380281071400002,412.74122333628145,8.873936301730051,8081.073792519902,173.74308653917788,0.06478875714400001,0.967605621428,140.33188694400434,33.41119959517354,0.05,132.0770700649453,1.6705599797586772,0.0,168452.8276074801,7243.471587121644,5973.67417261646,5727.396138654324,246.2780339621359,175696.29919460174,1269.797414505184,63.4898707252592,173096.51827563002,0.0,0.0,0.0,0.0,0.0
61,1,1,20,1900,TM1,0.031,True,149202.41497559185,0.967264582756,1,50,type2,an,Meth1,0.032,0,0,1,0.055,1,TRT1,TRP1,PRCT1,PRCP1,0.03,151276.3157,0.040999999999999995,0.040999999999999995,1,4a4d13d7-8de9-4ca8-a85f-c934c621bb83,151276.3157,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0275,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.0317478,4802.69021558046,132.07398092846265,0.0010199999999999999,0.0009876172439999998,0.0,0.0,0.0009876172439999998,0.00241816145689,365.8105559660636,10.059790289066749,5168.5007715465235,142.1337712175294,0.032735417244,0.983632291378,82.31483541284281,59.818935804686575,0.05,159.3190362829216,2.9909467902343287,0.0,146107.81492845347,8035.929821064941,4778.45608723507,4529.342262782057,249.11382445301317,154143.7447495184,3257.473733829871,162.87368669149356,150239.36533779593,0.0,0.0,0.0,0.0,0.0
62,1,1,60,1900,TM2,0.022000000000000002,True,205192.13578712213,0.914549955788,1,50,type2,an,Meth1,0.04,0,0,1,0.067,1,TRT1,TRP1,PRCT1,PRCP1,0.024,213513.6043,0.024,0.024,1,6ee865ad-565f-4ea3-b155-03adb43bcbed,213513.6043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0335,0.0,0.0,0.0025,0.0025,0.0723478,0.0,0.0748478,0.0748478,15981.023551925542,535.3642889895057,0.01146,0.010602244212,0.0,0.0,0.010602244212,0.0022863748894699997,488.17214343175374,16.35376680496375,16469.195695357295,551.7180557944694,0.085450044212,0.957274977894,187.23005126266943,364.4880045317999,0.05,408.5019300276424,18.224400226589996,0.0,197044.40860464273,13201.975376511064,4625.420447585384,4334.97698930214,290.44345828324344,210246.38398115378,8576.55492892568,428.827746446284,209352.87004356107,0.0,0.0,0.0,0.0,0.0
63,1,1,56,1900,TM1,0.04397705544933078,True,158659.1585511345,0.90430567825,1,50,type2,an,Meth1,0.037000000000000005,0,0,1,0.046,1,TRT1,TRP1,PRCT1,PRCP1,0.046,174345.4673,0.036000000000000004,0.036000000000000004,1,16dfaaec-b1f8-402b-bc16-2f6723fe29a9,174345.4673,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.023,0.0,0.0,0.0025,0.0025,0.0852118,0.0,0.0877118,0.0877118,15292.15475872414,351.7195594506552,0.00875,0.00798252175,0.0,0.0,0.00798252175,0.002260764195625,394.1539901413492,9.06554177325103,15686.30874886549,360.7851012239062,0.09569432175,0.952152839125,352.85196802299816,7.93313320090806,0.05,738.1663171041122,0.396656660045403,0.0,158659.1585511345,7298.321293352186,7298.321293352187,6977.362613147406,320.95868020478065,165957.4798444867,-9.094947017729282e-13,0.0,166502.31292556724,0.0,0.0,0.0,0.0,0.0
64,1,1,3,1900,TM1,0.017,False,226006.2838002478,0.968039134527,1,50,type2,an,Meth1,0.015,0,0,1,0.033,1,TRT1,TRP1,PRCT1,PRCP1,0.044000000000000004,230619.1372,0.039,0.039,1,31965748-6667-45ec-82fd-be8241882cb5,230619.1372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0165,0.0,0.0,0.0025,0.0025,0.02924785,0.0,0.03174785,0.03174785,7321.6617749550205,120.80741928675785,0.00022,0.000213015473,0.0,0.0,0.000213015473,0.0024200978363175,558.1208749511287,9.208994436693624,7879.782649906149,130.01641372345148,0.031960865473,0.9840195672634999,68.08329204085162,61.93312168259986,0.05,352.4311587997025,3.096656084129993,0.0,222739.35455009385,7350.398700153098,3911.525805254198,3786.5690273515957,124.95677790260267,230089.75325024693,3438.8728948988996,171.943644744945,228312.7105001239,0.0,0.0,0.0,0.0,0.0
65,1,1,54,1900,TM1,0.02,False,161846.4351950564,0.882399781833,1,50,type2,an,Meth1,0.03,0,0,1,0.075,1,TRT1,TRP1,PRCT1,PRCP1,0.022000000000000002,173636.9777,0.032,0.032,1,427b7f3f-6e3b-4e71-8d63-53246f211550,173636.9777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0375,0.0,0.0,0.0025,0.0025,0.1082799,0.0,0.1107799,0.1107799,19235.487025908227,721.3307634715585,0.007670000000000001,0.006820318167,0.0,0.0,0.006820318167,0.0022059994545825003,383.04307810155376,14.364115428808265,19618.53010400978,735.6948789003668,0.117600218167,0.9411998909165,203.54224982910145,532.1526290712653,0.05,447.7929496240233,26.60763145356327,0.0,154018.4475959902,11551.383569699265,3311.396623313789,3080.368951919804,231.02767139398532,165569.83116568945,8239.986946385476,411.9993473192738,167741.7064475282,0.0,0.0,0.0,0.0,0.0
66,1,1,28,1900,TM1,0.011000000000000001,True,32188.157074834035,0.967177440058,1,50,type2,an,Meth1,0.037000000000000005,0,0,1,0.094,1,TRT1,TRP1,PRCT1,PRCP1,0.026000000000000002,30919.185810000003,0.024,0.024,1,ca340564-53e8-4383-abb6-72d6c31d9f37,30919.185810000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.047,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.0317478,981.616127258718,46.13595798115975,0.0011099999999999999,0.001074759942,0.0,0.0,0.001074759942,0.002417943600145,74.7608474509836,3.5137598301962294,1056.3769747097017,49.64971781135598,0.032822559942,0.983588720029,6.083146808865817,43.56657100249016,0.05,28.7566940055475,2.1783285501245078,0.0,29862.8088352903,2807.1040305172883,359.36904152388354,328.49089718819334,30.878144335690173,32669.91286580759,2447.734988993405,122.38674944967025,31553.67144241702,0.0,0.0,0.0,0.0,0.0
67,1,1,37,1900,TM1,0.044000000000000004,False,116875.69191961567,0.97587505125,1,50,type2,an,Meth1,0.048,0,0,1,0.087,1,TRT1,TRP1,PRCT1,PRCP1,0.016,115549.7272,0.044000000000000004,0.044000000000000004,1,81774fd4-553f-48f3-b94e-96d4efd543f1,115549.7272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0435,0.0,0.0,0.0025,0.0025,0.019875,0.0,0.022375,0.022375,2585.4251461,112.46599385534999,0.00179,0.00174994875,0.0,0.0,0.00174994875,0.0024396876281249998,281.90523988305875,12.262877934913055,2867.3303859830585,124.72887179026304,0.02412494875,0.987937525625,65.82530367101307,58.90356811924997,0.05,47.872948124373146,2.9451784059624986,0.0,112682.39681401693,9803.368522819472,5389.373674820802,4958.025459816746,431.34821500405684,122485.7653368364,4413.99484799867,220.69974239993348,116212.70955980783,0.0,0.0,0.0,0.0,0.0
68,1,1,35,1900,TM1,0.013000000000000001,True,230419.45469214235,0.975478131463,1,50,type2,an,Meth1,0.013000000000000001,0,0,1,0.065,1,TRT1,TRP1,PRCT1,PRCP1,0.015,225482.7606,0.018000000000000002,0.018000000000000002,1,a433e6a0-4a06-45ee-97a9-60f1a4a7e180,225482.7606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0325,0.0,0.0,0.0025,0.0025,0.0205271,0.0,0.023027099999999998,0.023027099999999998,5192.21407661226,168.74695748989845,0.0015300000000000001,0.001494768537,0.0,0.0,0.001494768537,0.0024386953286575,549.8837549680173,17.871222036460566,5742.097831580278,186.61817952635903,0.024521868537,0.9877390657314999,38.536654072193144,148.0815254541659,0.05,88.93074016659955,7.404076272708295,0.0,219740.66276841974,14283.143079947284,3042.3094760287713,2856.628615989457,185.68086003931472,234023.80584836702,11240.833603918512,562.0416801959257,227951.10764607118,0.0,0.0,0.0,0.0,0.0
69,1,1,23,1900,TM1,0.0234375,True,263007.54352989787,0.967245217712,1,50,type2,an,Meth1,0.048,0,0,1,0.024,1,TRT1,TRP1,PRCT1,PRCP1,0.048,272311.308,0.026000000000000002,0.026000000000000002,1,bff309c9-7b7b-4268-bbc0-f34a5e2908f3,272311.308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.012,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.0317478,8645.2849441224,103.74341932946881,0.0010400000000000001,0.0010069822880000002,0.0,0.0,0.0010069822880000002,0.00241811304428,658.4795259797488,7.901754311756986,9303.764470102149,111.6451736412258,0.032754782288,0.9836226088560001,110.33683176261766,1.3083418786081324,0.05,451.939662899682,0.06541709393040662,0.0,263007.54352989787,6312.181044717549,6312.1810447175485,6164.239301481981,147.94174323556754,269319.7245746154,9.094947017729282e-13,4.5474735088646414e-14,267659.42576494894,0.0,0.0,0.0,0.0,0.0
70,1,1,28,1900,TM2,0.04580152671755725,True,61924.27361093703,0.967177440058,1,50,type2,an,Meth1,0.031,0,0,1,0.048,1,TRT1,TRP1,PRCT1,PRCP1,0.046,64114.80355,0.021,0.021,1,5ec1ee6e-8f66-4a9d-b284-2570d356a1d2,64114.80355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.024,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.0317478,2035.50396014469,48.85209504347256,0.0011099999999999999,0.001074759942,0.0,0.0,0.001074759942,0.002417943600145,155.02597891827642,3.7206234940386342,2190.529939062966,52.57271853751119,0.032822559942,0.983588720029,51.368763151155974,1.2039553863552186,0.05,103.18272224962196,0.060197769317760934,0.0,61924.27361093703,2972.3651333249777,2972.3651333249777,2836.226272256658,136.13886106831959,64896.63874426201,0.0,0.0,63019.538580468514,0.0,0.0,0.0,0.0,0.0
71,1,1,5,1900,TM1,0.035,False,37652.30359023776,0.968097229656,1,50,type2,an,Meth1,0.02,0,0,1,0.087,1,TRT1,TRP1,PRCT1,PRCP1,0.047,37251.84282,0.031,0.031,1,75662fc4-70a8-4db4-a782-d6da8986f4cd,37251.84282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0435,0.0,0.0,0.0025,0.0025,0.02924785,0.0,0.03174785,0.03174785,1182.665918072937,51.44596743617276,0.00016,0.00015492034400000002,0.0,0.0,0.00015492034400000002,0.00242024307414,90.15851458405689,3.9218953844064743,1272.8244326569938,55.367862820579234,0.031902770344,0.984048614828,23.24336517085753,32.124497649721704,0.05,62.42503788744594,1.6062248824860852,0.0,35979.01838734301,3130.1745996988416,1368.8217545464647,1259.2656435570054,109.55611098945947,39109.192987041846,1761.3528451523769,88.06764225761884,37452.07320511888,0.0,0.0,0.0,0.0,0.0
72,1,1,11,1900,TM2,0.037000000000000005,False,268921.48479964654,0.968126327214,1,50,type2,an,Meth1,0.033,0,0,1,0.086,1,TRT1,TRP1,PRCT1,PRCP1,0.035,266821.1368,0.045,0.045,1,76be33e0-d1ab-454f-904c-bcf5ec21eac4,266821.1368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.043,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.0317478,8470.98408689904,364.25231573665866,0.00013000000000000002,0.00012587278600000002,0.0,0.0,0.00012587278600000002,0.002420315818035,645.7914179831206,27.769030973274184,9116.77550488216,392.02134670993286,0.031873672786,0.9840631636070001,175.91274175445375,216.1086049554791,0.05,332.8078898057233,10.805430247773955,0.0,257704.36129511782,22162.57507138013,10355.076645560426,9535.061367919361,820.015277641065,279866.93636649795,11807.498425819706,590.3749212909853,267871.31079982326,0.0,0.0,0.0,0.0,0.0
73,1,1,35,1900,TM2,0.039,True,68404.0851584307,0.975478131463,1,50,type2,an,Meth1,0.038,0,0,1,0.071,1,TRT1,TRP1,PRCT1,PRCP1,0.024,68295.05322999999,0.013999999999999999,0.013999999999999999,1,9743d81d-f6f5-47ac-aa8d-b08c3bb80a13,68295.05322999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0355,0.0,0.0,0.0025,0.0025,0.0205271,0.0,0.023027099999999998,0.023027099999999998,1572.6370202325327,55.828614218254906,0.0015300000000000001,0.001494768537,0.0,0.0,0.001494768537,0.0024386953286575,166.55082728241626,5.912554368525777,1739.187847514949,61.74116858678068,0.024521868537,0.9877390657314999,35.11811581398373,26.623052772796953,0.05,43.22229638644151,1.3311526386398478,0.0,66555.86538248505,4725.466442156438,2779.971941161018,2595.678749916917,184.29319124410108,71281.33182464149,1945.4945009954195,97.27472504977098,68349.56919421535,0.0,0.0,0.0,0.0,0.0
74,1,1,33,1900,TM2,0.039,True,192274.26683635358,0.974331282788,1,50,type2,an,Meth1,0.036000000000000004,0,0,1,0.047,1,TRT1,TRP1,PRCT1,PRCP1,0.025,196421.74899999998,0.025,0.025,1,8b8479bd-b913-4af9-8337-9b47d7d561d3,196421.74899999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.0235,0.0,0.0,0.0025,0.0025,0.021880900000000002,0.0,0.0243809,0.0243809,4788.9390201941,112.54006697456134,0.00132,0.001287817212,0.0,0.0,0.001287817212,0.00243582820697,478.4496366765813,11.243566461899661,5267.388656870681,123.783633436461,0.025668717212,0.987165641394,105.12785966098927,18.65577377547173,0.05,134.77930725767857,0.9327886887735866,0.0,191154.3603431293,8984.254936127076,7805.4059958909975,7455.0200533820425,350.385942508956,200138.61527925634,1178.8489402360783,58.94244701180392,194348.00791817677,0.0,0.0,0.0,0.0,0.0
75,1,1,39,1900,TM1,0.013999999999999999,True,92272.20608440608,0.97679467647,1,50,type2,an,Meth1,0.034,0,0,1,0.063,1,TRT1,TRP1,PRCT1,PRCP1,0.031,90367.00045,0.028999999999999998,0.028999999999999998,1,994a8a0c-4969-465b-ae91-34ac3ff00f0a,90367.00045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0315,0.0,0.0,0.0025,0.0025,0.0186105,0.0,0.021110499999999997,0.021110499999999997,1907.692562999725,60.092315734491336,0.00214,0.00209482353,0.0,0.0,0.00209482353,0.0024419866911749998,220.67501242030522,6.951262891239614,2128.3675754200303,67.04357862573094,0.02320532353,0.988397338235,15.367878078320325,51.67570054741062,0.05,68.05774577541861,2.5837850273705314,0.0,88238.63287457998,5559.033871098539,1313.1673344394992,1235.3408602441195,77.82647419537953,93797.66674567852,4245.866536659039,212.29332683295198,91319.60326720304,0.0,0.0,0.0,0.0,0.0
76,1,1,62,1900,TM2,0.012833168805528136,True,51174.96269168691,0.92638660198,1,50,type2,an,Meth1,0.044000000000000004,0,0,1,0.013000000000000001,1,TRT1,TRP1,PRCT1,PRCP1,0.031,54638.77507999999,0.043,0.043,1,fbf28d4a-863e-4bae-a91f-faf4851475bd,54638.77507999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.006500000000000001,0.0,0.0,0.0025,0.0025,0.0585788,0.0,0.0610788,0.0610788,3337.2708153563035,21.692260299815974,0.01335,0.012534598020000001,0.0,0.0,0.012534598020000001,0.0023159665049500002,126.54157295677675,0.8225202242190489,3463.81238831308,22.51478052403502,0.07361339802,0.96319330099,22.370312534492843,0.14446798954217854,0.05,108.07614223395058,0.007223399477108927,0.0,51174.96269168691,665.2745149919299,665.2745149919299,656.7369348390226,8.537580152907296,51840.23720667884,0.0,0.0,52906.86888584345,0.0,0.0,0.0,0.0,0.0
77,1,1,9,1900,TM1,0.049,True,167292.22656441745,0.968135959742,1,50,type2,an,Meth1,0.047,0,0,1,0.083,1,TRT1,TRP1,PRCT1,PRCP1,0.043,168421.2313,0.049,0.049,1,9d023f37-28d6-4ede-b493-9fc64b62b2c4,168421.2313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0415,0.0,0.0,0.0025,0.0025,0.02924785,0.0,0.03174785,0.03174785,5347.011988127706,221.90099750729982,0.00011999999999999999,0.00011619025799999998,0.0,0.0,0.00011619025799999998,0.002420339899355,407.63662601388717,16.916919979576317,5754.6486141415935,238.81791748687613,0.031864040258,0.9840679798709999,146.8399300248975,91.97798746197861,0.05,257.7190608600242,4.598899373098931,0.0,162666.58268585842,13501.32636292625,8632.227543390449,7970.662551607063,661.5649917833862,176167.90904878467,4869.0988195358,243.45494097679003,167856.72893220873,0.0,0.0,0.0,0.0,0.0
78,1,1,12,1900,TM1,0.038,False,86546.00306317638,0.968097279648,1,50,type2,an,Meth1,0.013000000000000001,0,0,1,0.024,1,TRT1,TRP1,PRCT1,PRCP1,0.036000000000000004,90964.18151000001,0.018000000000000002,0.018000000000000002,1,63fe31b1-973a-401f-b22f-341944edcb83,90964.18151000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.012,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.0317478,2887.9126417431785,34.65495170091814,0.00016,0.00015492035200000002,0.0,0.0,0.00015492035200000002,0.00242024319912,220.15544166309476,2.641865299957137,3108.068083406273,37.29681700087528,0.031902720352,0.984048639824,59.76193310773582,-22.465116106860542,0.05,113.23313641465737,0.0,0.0,87856.11342659374,2108.54672223825,3418.657085655616,3338.532310210562,80.12477544505349,89964.660148832,-1310.110363417366,0.0,88755.09228658819,0.0,0.0,0.0,0.0,0.0
